DisclosedDate,DisclosedTime,LocalCode,DisclosureNumber,TypeOfDocument,TypeOfCurrentPeriod,CurrentPeriodStartDate,CurrentPeriodEndDate,CurrentFiscalYearStartDate,CurrentFiscalYearEndDate,NextFiscalYearStartDate,NextFiscalYearEndDate,NetSales,OperatingProfit,OrdinaryProfit,Profit,EarningsPerShare,DilutedEarningsPerShare,TotalAssets,Equity,EquityToAssetRatio,BookValuePerShare,CashFlowsFromOperatingActivities,CashFlowsFromInvestingActivities,CashFlowsFromFinancingActivities,CashAndEquivalents,ResultDividendPerShare1stQuarter,ResultDividendPerShare2ndQuarter,ResultDividendPerShare3rdQuarter,ResultDividendPerShareFiscalYearEnd,ResultDividendPerShareAnnual,DistributionsPerUnit(REIT),ResultTotalDividendPaidAnnual,ResultPayoutRatioAnnual,ForecastDividendPerShare1stQuarter,ForecastDividendPerShare2ndQuarter,ForecastDividendPerShare3rdQuarter,ForecastDividendPerShareFiscalYearEnd,ForecastDividendPerShareAnnual,ForecastDistributionsPerUnit(REIT),ForecastTotalDividendPaidAnnual,ForecastPayoutRatioAnnual,NextYearForecastDividendPerShare1stQuarter,NextYearForecastDividendPerShare2ndQuarter,NextYearForecastDividendPerShare3rdQuarter,NextYearForecastDividendPerShareFiscalYearEnd,NextYearForecastDividendPerShareAnnual,NextYearForecastDistributionsPerUnit(REIT),NextYearForecastPayoutRatioAnnual,ForecastNetSales2ndQuarter,ForecastOperatingProfit2ndQuarter,ForecastOrdinaryProfit2ndQuarter,ForecastProfit2ndQuarter,ForecastEarningsPerShare2ndQuarter,NextYearForecastNetSales2ndQuarter,NextYearForecastOperatingProfit2ndQuarter,NextYearForecastOrdinaryProfit2ndQuarter,NextYearForecastProfit2ndQuarter,NextYearForecastEarningsPerShare2ndQuarter,ForecastNetSales,ForecastOperatingProfit,ForecastOrdinaryProfit,ForecastProfit,ForecastEarningsPerShare,NextYearForecastNetSales,NextYearForecastOperatingProfit,NextYearForecastOrdinaryProfit,NextYearForecastProfit,NextYearForecastEarningsPerShare,MaterialChangesInSubsidiaries,SignificantChangesInTheScopeOfConsolidation,ChangesBasedOnRevisionsOfAccountingStandard,ChangesOtherThanOnesBasedOnRevisionsOfAccountingStandard,ChangesInAccountingEstimates,RetrospectiveRestatement,NumberOfIssuedAndOutstandingSharesAtTheEndOfFiscalYearIncludingTreasuryStock,NumberOfTreasuryStockAtTheEndOfFiscalYear,AverageNumberOfShares,NonConsolidatedNetSales,NonConsolidatedOperatingProfit,NonConsolidatedOrdinaryProfit,NonConsolidatedProfit,NonConsolidatedEarningsPerShare,NonConsolidatedTotalAssets,NonConsolidatedEquity,NonConsolidatedEquityToAssetRatio,NonConsolidatedBookValuePerShare,ForecastNonConsolidatedNetSales2ndQuarter,ForecastNonConsolidatedOperatingProfit2ndQuarter,ForecastNonConsolidatedOrdinaryProfit2ndQuarter,ForecastNonConsolidatedProfit2ndQuarter,ForecastNonConsolidatedEarningsPerShare2ndQuarter,NextYearForecastNonConsolidatedNetSales2ndQuarter,NextYearForecastNonConsolidatedOperatingProfit2ndQuarter,NextYearForecastNonConsolidatedOrdinaryProfit2ndQuarter,NextYearForecastNonConsolidatedProfit2ndQuarter,NextYearForecastNonConsolidatedEarningsPerShare2ndQuarter,ForecastNonConsolidatedNetSales,ForecastNonConsolidatedOperatingProfit,ForecastNonConsolidatedOrdinaryProfit,ForecastNonConsolidatedProfit,ForecastNonConsolidatedEarningsPerShare,NextYearForecastNonConsolidatedNetSales,NextYearForecastNonConsolidatedOperatingProfit,NextYearForecastNonConsolidatedOrdinaryProfit,NextYearForecastNonConsolidatedProfit,NextYearForecastNonConsolidatedEarningsPerShare
2023-02-01,15:00:00,86040,20230201598325,3QFinancialStatements_Consolidated_US,3Q,2022-04-01,2022-12-31,2022-04-01,2023-03-31,,,1716061000000,,,85411000000,28.4,27.44,49242426000000,3199908000000,0.064,1045.65,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,false,,,3233562601,231754893,3007925168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-26,15:00:00,86040,20230426552953,FYFinancialStatements_Consolidated_US,FY,2022-04-01,2023-03-31,2022-04-01,2023-03-31,2023-04-01,2024-03-31,2486726000000,,,92786000000,30.86,29.74,47771802000000,3224142000000,0.066,1048.24,-974750000000,38945000000,1291697000000,3820852000000,,5.0,,12.0,17.0,,51056000000,0.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,false,,,3233562601,229883277,3006744201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-01,15:00:00,86040,20230801531193,1QFinancialStatements_Consolidated_US,1Q,2023-04-01,2023-06-30,2023-04-01,2024-03-31,,,893353000000,,,23331000000,7.71,7.4,52493241000000,3345839000000,0.062,1071.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,false,,,3163562601,115675155,3025892670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-27,15:00:00,86040,20231027572963,2QFinancialStatements_Consolidated_US,2Q,2023-04-01,2023-09-30,2023-04-01,2024-03-31,,,1906053000000,,,58563000000,19.34,18.62,54815293000000,3372248000000,0.06,1092.03,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,false,,,3163562601,149502869,3028036425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-31,15:30:00,86040,20240131523041,3QFinancialStatements_Consolidated_US,3Q,2023-04-01,2023-12-31,2023-04-01,2024-03-31,,,2986540000000,,,109113000000,36.08,34.69,54752735000000,3360649000000,0.06,1087.95,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,false,,,3163562601,149144457,3023923222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-12,16:45:00,86040,20240409567926,FYFinancialStatements_Consolidated_US,FY,2022-04-01,2023-03-31,2022-04-01,2023-03-31,2023-04-01,2024-03-31,2486726000000,,,92786000000,30.86,29.74,47771802000000,3224142000000,0.066,1048.24,-694820000000,-233225000000,1283937000000,3820852000000,,5.0,,12.0,17.0,,51056000000,0.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,false,,,3233562601,229883277,3006744201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-26,15:00:00,86040,20240426577743,FYFinancialStatements_Consolidated_US,FY,2023-04-01,2024-03-31,2023-04-01,2024-03-31,2024-04-01,2025-03-31,4157294000000,,,165863000000,54.97,52.69,55147203000000,3448513000000,0.061,1127.72,86626000000,-890676000000,1061602000000,4299022000000,,8.0,,15.0,23.0,,68682000000,0.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,false,,,3163562601,192807441,3017128412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-25,16:15:00,86040,20240617530542,FYFinancialStatements_Consolidated_US,FY,2023-04-01,2024-03-31,2023-04-01,2024-03-31,2024-04-01,2025-03-31,4157294000000,,,165863000000,54.97,52.69,55147203000000,3448513000000,0.061,1127.72,132640000000,-887938000000,1012850000000,4299022000000,,8.0,,15.0,23.0,,68682000000,0.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,false,,,3163562601,192807441,3017128412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-30,15:00:00,86040,20240722552077,1QFinancialStatements_Consolidated_US,1Q,2024-04-01,2024-06-30,2024-04-01,2025-03-31,,,1217885000000,,,68938000000,23.33,22.36,59741126000000,3563197000000,0.058,1172.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,true,true,,,3163562601,209008426,2954604002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-08,15:00:00,86040,20240808566274,1QFinancialStatements_Consolidated_US,1Q,2024-04-01,2024-06-30,2024-04-01,2025-03-31,,,1217885000000,,,68938000000,23.33,22.36,59741126000000,3563197000000,0.058,1172.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,true,true,,,3163562601,209008426,2954604002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-01,15:00:00,86040,20241101509570,2QFinancialStatements_Consolidated_US,2Q,2024-04-01,2024-09-30,2024-04-01,2025-03-31,,,2459451000000,,,167325000000,56.63,54.58,57458630000000,3396386000000,0.057,1117.0,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,true,true,,,3163562601,208538063,2954723390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-05,15:30:00,86040,20250205563120,3QFinancialStatements_Consolidated_US,3Q,2024-04-01,2024-12-31,2024-04-01,2025-03-31,,,3657389000000,,,268766000000,90.95,87.66,60529845000000,3675106000000,0.059,1207.81,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,true,true,,,3163562601,207850845,2954969973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-12,19:00:00,86040,20250212571485,3QFinancialStatements_Consolidated_US,3Q,2024-04-01,2024-12-31,2024-04-01,2025-03-31,,,3657389000000,,,268766000000,90.95,87.66,60529845000000,3675106000000,0.059,1207.81,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,true,true,,,3163562601,207850845,2954969973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25,15:30:00,86040,20250425524007,FYFinancialStatements_Consolidated_US,FY,2024-04-01,2025-03-31,2024-04-01,2025-03-31,2025-04-01,2026-03-31,4736743000000,,,340736000000,115.3,111.03,56802170000000,3580999000000,0.061,1174.1,-678611000000,-848647000000,1679697000000,4425441000000,,23.0,,34.0,57.0,,168498000000,0.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,true,true,,,3163562601,207351636,2955204882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
