DisclosedDate,DisclosedTime,LocalCode,DisclosureNumber,TypeOfDocument,TypeOfCurrentPeriod,CurrentPeriodStartDate,CurrentPeriodEndDate,CurrentFiscalYearStartDate,CurrentFiscalYearEndDate,NextFiscalYearStartDate,NextFiscalYearEndDate,NetSales,OperatingProfit,OrdinaryProfit,Profit,EarningsPerShare,DilutedEarningsPerShare,TotalAssets,Equity,EquityToAssetRatio,BookValuePerShare,CashFlowsFromOperatingActivities,CashFlowsFromInvestingActivities,CashFlowsFromFinancingActivities,CashAndEquivalents,ResultDividendPerShare1stQuarter,ResultDividendPerShare2ndQuarter,ResultDividendPerShare3rdQuarter,ResultDividendPerShareFiscalYearEnd,ResultDividendPerShareAnnual,DistributionsPerUnit(REIT),ResultTotalDividendPaidAnnual,ResultPayoutRatioAnnual,ForecastDividendPerShare1stQuarter,ForecastDividendPerShare2ndQuarter,ForecastDividendPerShare3rdQuarter,ForecastDividendPerShareFiscalYearEnd,ForecastDividendPerShareAnnual,ForecastDistributionsPerUnit(REIT),ForecastTotalDividendPaidAnnual,ForecastPayoutRatioAnnual,NextYearForecastDividendPerShare1stQuarter,NextYearForecastDividendPerShare2ndQuarter,NextYearForecastDividendPerShare3rdQuarter,NextYearForecastDividendPerShareFiscalYearEnd,NextYearForecastDividendPerShareAnnual,NextYearForecastDistributionsPerUnit(REIT),NextYearForecastPayoutRatioAnnual,ForecastNetSales2ndQuarter,ForecastOperatingProfit2ndQuarter,ForecastOrdinaryProfit2ndQuarter,ForecastProfit2ndQuarter,ForecastEarningsPerShare2ndQuarter,NextYearForecastNetSales2ndQuarter,NextYearForecastOperatingProfit2ndQuarter,NextYearForecastOrdinaryProfit2ndQuarter,NextYearForecastProfit2ndQuarter,NextYearForecastEarningsPerShare2ndQuarter,ForecastNetSales,ForecastOperatingProfit,ForecastOrdinaryProfit,ForecastProfit,ForecastEarningsPerShare,NextYearForecastNetSales,NextYearForecastOperatingProfit,NextYearForecastOrdinaryProfit,NextYearForecastProfit,NextYearForecastEarningsPerShare,MaterialChangesInSubsidiaries,SignificantChangesInTheScopeOfConsolidation,ChangesBasedOnRevisionsOfAccountingStandard,ChangesOtherThanOnesBasedOnRevisionsOfAccountingStandard,ChangesInAccountingEstimates,RetrospectiveRestatement,NumberOfIssuedAndOutstandingSharesAtTheEndOfFiscalYearIncludingTreasuryStock,NumberOfTreasuryStockAtTheEndOfFiscalYear,AverageNumberOfShares,NonConsolidatedNetSales,NonConsolidatedOperatingProfit,NonConsolidatedOrdinaryProfit,NonConsolidatedProfit,NonConsolidatedEarningsPerShare,NonConsolidatedTotalAssets,NonConsolidatedEquity,NonConsolidatedEquityToAssetRatio,NonConsolidatedBookValuePerShare,ForecastNonConsolidatedNetSales2ndQuarter,ForecastNonConsolidatedOperatingProfit2ndQuarter,ForecastNonConsolidatedOrdinaryProfit2ndQuarter,ForecastNonConsolidatedProfit2ndQuarter,ForecastNonConsolidatedEarningsPerShare2ndQuarter,NextYearForecastNonConsolidatedNetSales2ndQuarter,NextYearForecastNonConsolidatedOperatingProfit2ndQuarter,NextYearForecastNonConsolidatedOrdinaryProfit2ndQuarter,NextYearForecastNonConsolidatedProfit2ndQuarter,NextYearForecastNonConsolidatedEarningsPerShare2ndQuarter,ForecastNonConsolidatedNetSales,ForecastNonConsolidatedOperatingProfit,ForecastNonConsolidatedOrdinaryProfit,ForecastNonConsolidatedProfit,ForecastNonConsolidatedEarningsPerShare,NextYearForecastNonConsolidatedNetSales,NextYearForecastNonConsolidatedOperatingProfit,NextYearForecastNonConsolidatedOrdinaryProfit,NextYearForecastNonConsolidatedProfit,NextYearForecastNonConsolidatedEarningsPerShare
2022-11-01,13:25:00,72030,20221027551127,2QFinancialStatements_Consolidated_IFRS,2Q,2022-04-01,2022-09-30,2022-04-01,2023-03-31,,,17709348000000,1141444000000,,1171084000000,85.42,,74484023000000,28960346000000,0.376,,1658797000000,-782490000000,-400424000000,6980169000000,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000000000000,2400000000000,,2360000000000,172.28,,,,,,false,,false,false,false,,16314987460,2627500496,13710052009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-09,13:25:00,72030,20230202599130,3QFinancialStatements_Consolidated_IFRS,3Q,2022-04-01,2022-12-31,2022-04-01,2023-03-31,,,27464033000000,2098095000000,,1899026000000,138.78,,71580587000000,28450023000000,0.385,,1825923000000,-1513593000000,-497181000000,6022089000000,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000000000000,2400000000000,,2360000000000,172.68,,,,,,false,,false,false,false,,16314987460,2699048281,13684168898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-10,13:55:00,72030,20230508559361,FYFinancialStatements_Consolidated_IFRS,FY,2022-04-01,2023-03-31,2022-04-01,2023-03-31,2023-04-01,2024-03-31,37154298000000,2725025000000,,2451318000000,179.47,,74303180000000,29264213000000,0.381,2089.08,2955076000000,-1598890000000,-56180000000,7516966000000,,25.0,,35.0,60.0,,816968000000,0.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38000000000000,3000000000000,,2580000000000,190.19,false,,false,false,false,,16314987460,2749807731,13658381747,14076956000000,1670484000000,3520848000000,2936379000000,214.99,23230320000000,16493041000000,0.71,1215.84,,,,,,,,,,,,,,,,,,,,
2023-08-01,13:25:00,72030,20230724525928,1QFinancialStatements_Consolidated_IFRS,1Q,2023-04-01,2023-06-30,2023-04-01,2024-03-31,,,10546831000000,1120900000000,,1311372000000,96.74,96.74,80131208000000,31274404000000,0.379,,1358218000000,-1117054000000,-92858000000,7906447000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38000000000000,3000000000000,,2580000000000,190.41,,,,,,false,,false,false,false,,16314987460,2766819146,13555662829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-01,13:55:00,72030,20231017567975,2QFinancialStatements_Consolidated_IFRS,2Q,2023-04-01,2023-09-30,2023-04-01,2024-03-31,,,21981617000000,2559294000000,,2589428000000,191.26,191.26,83661391000000,32852768000000,0.381,,2278079000000,-2651591000000,554035000000,7926063000000,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43000000000000,4500000000000,,3950000000000,292.02,,,,,,false,,false,false,false,,16314987460,2801135115,13539125720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-06,13:25:00,72030,20240130521611,3QFinancialStatements_Consolidated_IFRS,3Q,2023-04-01,2023-12-31,2023-04-01,2024-03-31,,,34022720000000,4240238000000,,3947242000000,291.87,291.87,84232154000000,33523966000000,0.387,,2786141000000,-4230129000000,1634461000000,7583154000000,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43500000000000,4900000000000,,4500000000000,332.97,,,,,,false,,false,false,false,,16314987460,2829136593,13524128807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-08,13:55:00,72030,20240424575411,FYFinancialStatements_Consolidated_IFRS,FY,2023-04-01,2024-03-31,2023-04-01,2024-03-31,2024-04-01,2025-03-31,45095325000000,5352934000000,,4944933000000,365.94,365.94,90114296000000,35239338000000,0.38,2539.75,4206373000000,-4998751000000,2497558000000,9412060000000,,30.0,,45.0,75.0,,1011753000000,0.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46000000000000,4300000000000,,3570000000000,264.95,false,,false,false,false,,16314987460,2840815433,13512848373,17575593000000,3094495000000,5578695000000,4399855000000,325.61,28161955000000,20440081000000,0.726,1516.98,,,,,,,,,,,,,,,,,,,,
2024-08-01,13:25:00,72030,20240724553908,1QFinancialStatements_Consolidated_IFRS,1Q,2024-04-01,2024-06-30,2024-04-01,2025-03-31,,,11837879000000,1308462000000,,1333347000000,98.99,98.99,94037319000000,36779372000000,0.38,,683661000000,-2399603000000,-318790000000,7597094000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46000000000000,4300000000000,,3570000000000,265.04,,,,,,,false,false,false,false,,15794987460,2325417265,13469159202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-06,13:55:00,72030,20241101509817,2QFinancialStatements_Consolidated_IFRS,2Q,2024-04-01,2024-09-30,2024-04-01,2025-03-31,,,23282450000000,2464217000000,,1907113000000,142.15,142.15,89169296000000,35266663000000,0.385,,1817177000000,-3085752000000,-289752000000,7631457000000,,40.0,,,,,,,,,,50.0,90.0,,,,,,,,,,,,,,,,,,,,,46000000000000,4300000000000,,3570000000000,268.77,,,,,,,false,false,false,false,,15794987460,2645215176,13416064614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-05,13:25:00,72030,20250131559581,3QFinancialStatements_Consolidated_IFRS,3Q,2024-04-01,2024-12-31,2024-04-01,2025-03-31,,,35673545000000,3679491000000,,4100389000000,307.95,307.95,94674416000000,36856527000000,0.379,,2823725000000,-3523253000000,-472090000000,8285156000000,,40.0,,,,,,,,,,50.0,90.0,,,,,,,,,,,,,,,,,,,,,47000000000000,4700000000000,,4520000000000,340.87,,,,,,,false,false,false,false,,15794987460,2699079277,13314911412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08,13:55:00,72030,20250425524402,FYFinancialStatements_Consolidated_IFRS,FY,2024-04-01,2025-03-31,2024-04-01,2025-03-31,2025-04-01,2026-03-31,48036704000000,4795586000000,,4765086000000,359.56,359.56,93601350000000,36878913000000,0.384,2753.09,3696934000000,-4189736000000,197236000000,8982404000000,,40.0,,50.0,90.0,,1178437000000,0.25,,,,,,,,,,45.0,,50.0,95.0,,0.399,,,,,,,,,,,,,,,,48500000000000,3800000000000,,3100000000000,237.57,,true,false,false,false,,15794987460,2746057686,13252455897,18277671000000,2966857000000,4538037000000,3845213000000,290.15,29046699000000,21504804000000,0.74,1648.01,,,,,,,,,,,,,,,,,,,,
